순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
44383,2022-07-01,26,정신장애,중증,서울 영등포구,경영·행정·사무직
44384,2022-06-16,57,지체장애,경증,서울 영등포구,경영·행정·사무직
44385,2022-03-01,45,지체장애,경증,대구 북구,사회복지·종교직
44386,2022-08-01,62,지체장애,경증,인천 연수구,돌봄 서비스직(간병·육아)
44387,2022-04-11,51,심장장애,경증,대구 북구,돌봄 서비스직(간병·육아)
44388,2022-01-01,60,지체장애,경증,경남 창원시,제조 단순직
44389,2022-03-15,41,지체장애,경증,강원 강릉시,음식 서비스직
44390,2022-02-01,68,지체장애,경증,경기 안양시,청소 및 기타 개인서비스직
44391,2022-02-01,29,지적장애,중증,경기 안양시,청소 및 기타 개인서비스직
44392,2022-09-06,44,지적장애,중증,서울 마포구,영업·판매직
44393,2022-10-20,26,지적장애,중증,서울 마포구,영업·판매직
44394,2022-09-06,28,정신장애,중증,서울 마포구,영업·판매직
44395,2022-11-14,24,지적장애,중증,서울 마포구,청소 및 기타 개인서비스직
44396,2022-09-06,38,지적장애,중증,서울 마포구,영업·판매직
44397,2022-11-14,24,자폐성장애,중증,서울 마포구,청소 및 기타 개인서비스직
44398,2022-09-13,23,지적장애,중증,충북 청주시 흥덕구,청소 및 기타 개인서비스직
44399,2022-09-13,62,뇌병변장애,경증,충북 청주시 흥덕구,청소 및 기타 개인서비스직
44400,2022-06-03,57,지체장애,경증,울산 중구,돌봄 서비스직(간병·육아)
44401,2022-10-01,65,지적장애,중증,경남 밀양시,식품 가공·생산직
44402,2022-10-01,51,지적장애,중증,경남 밀양시,식품 가공·생산직
44403,2022-06-01,69,청각장애,경증,울산 동구,돌봄 서비스직(간병·육아)
44404,2022-04-18,22,지적장애,중증,경북 경주시,기계 설치·정비·생산직
44405,2022-06-22,51,지체장애,중증,울산 울주군,경영·행정·사무직
44406,2022-08-01,57,청각장애,경증,전북 군산시,돌봄 서비스직(간병·육아)
44407,2022-08-16,23,시각장애,경증,울산 남구,경영·행정·사무직
44408,2022-08-12,55,지적장애,중증,서울 성북구,음식 서비스직
44409,2022-01-11,58,신장장애,경증,경남 창원시,제조 단순직
44410,2022-01-07,49,지체장애,경증,울산 남구,운전·운송직
44411,2022-03-03,67,지체장애,경증,경기 고양시 일산동구,돌봄 서비스직(간병·육아)
44412,2022-04-01,33,지체장애,중증,경남 창원시,청소 및 기타 개인서비스직
44413,2022-05-01,28,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44414,2022-05-01,30,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44415,2022-05-01,41,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44416,2022-05-01,40,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44417,2022-05-01,32,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44418,2022-05-01,45,정신장애,중증,서울 금천구,청소 및 기타 개인서비스직
44419,2022-05-01,35,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44420,2022-01-10,54,지체장애,경증,경남 창원시,제조 단순직
44421,2022-06-20,67,간장애,중증,경기 안양시 동안구,돌봄 서비스직(간병·육아)
44422,2022-09-01,34,지적장애,중증,서울 노원구,음식 서비스직
44423,2022-07-01,47,지체장애,경증,서울 강남구,건설·채굴 연구개발직 및 공학기술직
44424,2022-06-02,52,청각장애,경증,전북 군산시,음식 서비스직
44425,2022-08-22,24,지적장애,중증,경기 양주시,섬유·의복 생산직
44426,2022-07-01,47,시각장애,경증,울산 북구,사회복지·종교직
44427,2022-01-25,62,지체장애,경증,경남 창원시 성산구,운전·운송직
44428,2022-08-01,65,지체장애,경증,경기 양평군,돌봄 서비스직(간병·육아)
44429,2022-01-17,37,뇌병변장애,중증,경남 창원시,제조 단순직
44430,2022-01-01,63,지체장애,경증,경남 거제시,제조 단순직
44431,2022-02-01,77,청각장애,경증,광주 동구,청소 및 기타 개인서비스직
44432,2022-02-01,78,시각장애,경증,광주 동구,청소 및 기타 개인서비스직
44433,2022-02-01,72,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44434,2022-02-01,75,청각장애,경증,광주 동구,청소 및 기타 개인서비스직
44435,2022-02-01,78,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44436,2022-02-01,71,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44437,2022-02-01,81,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44438,2022-02-01,75,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44439,2022-02-01,67,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44440,2022-02-01,75,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44441,2022-02-01,73,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44442,2022-02-01,73,뇌병변장애,중증,광주 동구,청소 및 기타 개인서비스직
44443,2022-02-01,75,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44444,2022-02-01,76,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44445,2022-02-23,71,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44446,2022-02-23,73,시각장애,경증,광주 동구,청소 및 기타 개인서비스직
44447,2022-02-23,75,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44448,2022-02-23,71,지체장애,경증,광주 동구,청소 및 기타 개인서비스직
44449,2022-10-04,57,지체장애,중증,충북 청주시 청원구,제조 단순직
44450,2022-11-01,41,지체장애,경증,충북 청주시 청원구,인쇄·목재·공예 및 기타 설치·정비·생산직
44451,2022-10-04,57,뇌병변장애,경증,충북 청주시 청원구,제조 단순직
44452,2022-11-11,21,지적장애,중증,충북 청주시 청원구,청소 및 기타 개인서비스직
44453,2022-10-04,50,지체장애,중증,충북 청주시 청원구,제조 단순직
44454,2022-05-16,71,지체장애,경증,경남 창원시 진해구,제조 단순직
44455,2022-01-01,64,뇌병변장애,경증,광주 동구,사회복지·종교직
44456,2022-08-16,42,청각장애,중증,전남 순천시,제조 단순직
44457,2022-08-01,74,지체장애,경증,경기 화성시,돌봄 서비스직(간병·육아)
44458,2022-03-02,20,지적장애,중증,서울 관악구,음식 서비스직
44459,2022-08-01,23,지적장애,중증,경기 남양주시,건설·채굴 연구개발직 및 공학기술직
44460,2022-08-22,62,뇌병변장애,경증,부산 기장군,경영·행정·사무직
44461,2022-10-01,39,지체장애,경증,서울 강북구,경영·행정·사무직
44462,2022-03-01,31,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44463,2022-03-01,35,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44464,2022-03-01,51,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44465,2022-03-11,33,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44466,2022-03-11,27,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44467,2022-03-11,30,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44468,2022-03-11,47,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44469,2022-03-01,34,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44470,2022-03-01,30,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직
44471,2022-03-01,30,자폐성장애,중증,서울 금천구,청소 및 기타 개인서비스직
44472,2022-07-18,62,지체장애,중증,부산 사하구,관리직(임원·부서장)
44473,2022-06-01,19,지적장애,중증,경기 포천시,식품 가공·생산직
44474,2022-01-17,63,지체장애,중증,경기 남양주시,청소 및 기타 개인서비스직
44475,2022-06-01,32,지체장애,경증,서울 강남구,예술·디자인·방송직
44476,2022-04-06,67,뇌병변장애,경증,경남 김해시,청소 및 기타 개인서비스직
44477,2022-07-20,65,지체장애,경증,경기 남양주시,경영·행정·사무직
44478,2022-08-16,29,지체장애,경증,경남 창원시 성산구,법률직
44479,2022-01-01,66,시각장애,경증,전남 목포시,사회복지·종교직
44480,2022-01-01,69,지체장애,경증,전남 목포시,사회복지·종교직
44481,2022-07-13,65,지체장애,경증,전남 순천시,경호·경비직
44482,2022-07-12,55,지체장애,경증,경남 양산시,건설·채굴직
44483,2022-07-28,41,지체장애,경증,강원 원주시,보건·의료직
44484,2022-02-01,70,지체장애,경증,전북 전주시 덕진구,경영·행정·사무직
44485,2022-02-01,76,국가유공,경증,전북 전주시 덕진구,경영·행정·사무직
44486,2022-02-01,71,시각장애,경증,전북 전주시 덕진구,경영·행정·사무직
44487,2022-02-01,70,지체장애,경증,전북 전주시 덕진구,경영·행정·사무직
44488,2022-05-30,53,지체장애,경증,전남 고흥군,농림어업직
44489,2022-01-01,41,지체장애,경증,인천 연수구,여행·숙박·오락 서비스직
44490,2022-09-01,66,지체장애,경증,충북 청주시 흥덕구,청소 및 기타 개인서비스직
44491,2022-02-15,74,뇌병변장애,경증,전북 전주시 덕진구,경영·행정·사무직
44492,2022-02-15,78,지체장애,경증,전북 전주시 덕진구,경영·행정·사무직
44493,2022-08-17,19,뇌병변장애,경증,부산 사상구,제조 단순직
44494,2022-04-20,55,언어장애,중증,경남 김해시,인쇄·목재·공예 및 기타 설치·정비·생산직
44495,2022-02-03,52,언어장애,중증,경기 파주시,제조 단순직
44496,2022-08-12,36,지적장애,중증,경기 김포시,제조 단순직
44497,2022-03-01,58,지체장애,경증,경기 수원시,돌봄 서비스직(간병·육아)
44498,2022-09-26,50,청각장애,경증,서울 종로구,경영·행정·사무직
44499,2022-09-23,29,지적장애,중증,전북 완주군,음식 서비스직
44500,2022-06-30,67,지체장애,경증,전북 전주시 완산구,청소 및 기타 개인서비스직
44501,2022-08-31,24,언어장애,중증,전남 여수시,음식 서비스직
44502,2022-04-13,64,지체장애,경증,부산 강서구,건설·채굴직
44503,2022-02-22,27,지적장애,중증,인천 연수구,영업·판매직
44504,2022-01-01,68,지체장애,중증,경기 포천시,제조 단순직
44505,2022-10-04,62,뇌병변장애,경증,인천 부평구,청소 및 기타 개인서비스직
44506,2022-09-13,42,지적장애,중증,인천 부평구,청소 및 기타 개인서비스직
44507,2022-11-01,19,지적장애,중증,대구 수성구,제조 단순직
44508,2022-01-01,49,지체장애,경증,인천 미추홀구,음식 서비스직
44509,2022-03-28,31,국가유공,경증,부산 서구,경영·행정·사무직
44510,2022-03-01,52,청각장애,경증,서울 중랑구,교육직
44511,2022-08-24,62,청각장애,경증,부산 부산진구,돌봄 서비스직(간병·육아)
44512,2022-05-18,40,지체장애,경증,경기 안양시,영업·판매직
44513,2022-05-23,49,신장장애,중증,서울 구로구,제조 연구개발직 및 공학기술직
44514,2022-08-22,60,지체장애,경증,경남 창원시,청소 및 기타 개인서비스직
44515,2022-09-28,20,지적장애,중증,서울 광진구,음식 서비스직
44516,2022-09-26,22,지적장애,중증,서울 광진구,음식 서비스직
44517,2022-11-07,23,지적장애,중증,서울 광진구,음식 서비스직
44518,2022-11-29,47,지적장애,중증,부산 사상구,제조 단순직
44519,2022-10-25,39,지적장애,중증,부산 사상구,제조 단순직
44520,2022-11-09,23,지적장애,중증,부산 사상구,제조 단순직
44521,2022-09-01,47,지체장애,경증,충북 청주시 흥덕구,제조 단순직
44522,2022-01-03,56,지체장애,경증,전북 정읍시,돌봄 서비스직(간병·육아)
44523,2022-09-14,41,지적장애,중증,서울 송파구,음식 서비스직
44524,2022-08-25,29,지적장애,중증,서울 강남구,청소 및 기타 개인서비스직
44525,2022-07-18,50,지체장애,경증,인천 남동구,돌봄 서비스직(간병·육아)
44526,2022-08-27,66,지체장애,경증,서울 송파구,경호·경비직
44527,2022-01-01,69,지체장애,경증,경남 김해시,제조 단순직
44528,2022-02-15,52,뇌병변장애,중증,경북 상주시,돌봄 서비스직(간병·육아)
44529,2022-09-13,42,지체장애,경증,서울 중랑구,인쇄·목재·공예 및 기타 설치·정비·생산직
44530,2022-08-08,63,지체장애,경증,경기 부천시,돌봄 서비스직(간병·육아)
44531,2022-03-01,58,신장장애,중증,서울 동대문구,경영·행정·사무직
44532,2022-05-22,19,지적장애,중증,서울 영등포구,건설·채굴직
44533,2022-02-03,68,청각장애,경증,전북 익산시,제조 단순직
44534,2022-08-22,44,청각장애,경증,인천 미추홀구,제조 단순직
44535,2022-06-01,37,지체장애,경증,전북 전주시,음식 서비스직
44536,2022-09-05,59,지체장애,경증,경북 포항시 남구,제조 단순직
44537,2022-10-06,35,지적장애,중증,부산 사하구,청소 및 기타 개인서비스직
44538,2022-08-01,43,지체장애,경증,대전 유성구,관리직(임원·부서장)
44539,2022-09-13,30,뇌병변장애,중증,충북 청주시 흥덕구,영업·판매직
44540,2022-09-13,26,뇌병변장애,중증,충북 청주시 흥덕구,영업·판매직
44541,2022-08-02,55,청각장애,중증,경기 성남시,제조 단순직
44542,2022-12-10,52,뇌병변장애,경증,광주 광산구,미용·예식 서비스직
44543,2022-12-02,37,지적장애,중증,광주 광산구,보건·의료직
44544,2022-12-02,33,지적장애,중증,광주 광산구,음식 서비스직
44545,2022-12-02,37,시각장애,경증,광주 광산구,음식 서비스직
44546,2022-12-02,21,지적장애,중증,광주 광산구,보건·의료직
44547,2022-10-06,20,지적장애,중증,경기 남양주시,화학·환경 설치·정비·생산직
